id,destinacija,datum,dan,cas
v62,Amsterdam,27/2/2023,PON,2:0
v63,Amsterdam,6/3/2023,PON,2:0
v64,Amsterdam,13/3/2023,PON,2:0
v65,Amsterdam,20/3/2023,PON,2:0
v66,Amsterdam,4/11/2022,PET,2:0
v67,Amsterdam,11/11/2022,PET,2:0
v68,Amsterdam,18/11/2022,PET,2:0
v69,Amsterdam,2/11/2022,SRE,2:0
v70,Amsterdam,9/11/2022,SRE,2:0
v71,Amsterdam,16/11/2022,SRE,2:0
v72,Amsterdam,23/11/2022,SRE,2:0
v73,Amsterdam,30/11/2022,SRE,2:0
v74,Amsterdam,1/11/2022,TOR,2:0
v75,Amsterdam,2/11/2022,SRE,2:0
v76,Amsterdam,3/11/2022,CET,2:0
v77,Amsterdam,4/11/2022,PET,2:0
v78,Amsterdam,5/11/2022,SOB,2:0
v79,Amsterdam,6/11/2022,NED,2:0
v80,Amsterdam,7/11/2022,PON,2:0
v81,Amsterdam,8/11/2022,TOR,2:0
v82,Amsterdam,9/11/2022,SRE,2:0
v83,Amsterdam,10/11/2022,CET,2:0
v84,Amsterdam,11/11/2022,PET,2:0
v85,Amsterdam,12/11/2022,SOB,2:0
v86,Amsterdam,13/11/2022,NED,2:0
v87,Amsterdam,1/11/2022,TOR,2:0
v88,Amsterdam,8/11/2022,TOR,2:0
v89,Amsterdam,3/11/2022,CET,2:0
v90,Amsterdam,10/11/2022,CET,2:0
v91,Amsterdam,17/11/2022,CET,2:0
v92,Amsterdam,24/11/2022,CET,2:0
v93,Amsterdam,7/11/2022,PON,2:0
v94,Amsterdam,1/11/2022,TOR,2:5
v95,Amsterdam,2/11/2022,SRE,2:5
v96,Amsterdam,3/11/2022,CET,2:5
v97,Amsterdam,4/11/2022,PET,2:5
v98,Amsterdam,5/11/2022,SOB,2:5
v99,Amsterdam,6/11/2022,NED,2:5
v100,Amsterdam,7/11/2022,PON,2:5
v101,Amsterdam,8/11/2022,TOR,2:5
v102,Amsterdam,9/11/2022,SRE,2:5
v103,Amsterdam,10/11/2022,CET,2:5
v104,Amsterdam,11/11/2022,PET,2:5
v105,Amsterdam,12/11/2022,SOB,2:5
v106,Amsterdam,13/11/2022,NED,2:5
v107,Amsterdam,14/11/2022,PON,2:5
v108,Amsterdam,15/11/2022,TOR,2:5
v109,Amsterdam,16/11/2022,SRE,2:5
v110,Amsterdam,17/11/2022,CET,2:5
v111,Amsterdam,18/11/2022,PET,2:5
v112,Amsterdam,19/11/2022,SOB,2:5
v113,Amsterdam,20/11/2022,NED,2:5
v114,Amsterdam,21/11/2022,PON,2:5
v115,Amsterdam,22/11/2022,TOR,2:5
v116,Amsterdam,23/11/2022,SRE,2:5
v117,Amsterdam,24/11/2022,CET,2:5
v118,Amsterdam,25/11/2022,PET,2:5
v119,Amsterdam,26/11/2022,SOB,2:5
v120,Amsterdam,27/11/2022,NED,2:5
v121,Amsterdam,28/11/2022,PON,2:5
v122,Amsterdam,29/11/2022,TOR,2:5
v123,Amsterdam,30/11/2022,SRE,2:5
v124,Amsterdam,1/12/2022,CET,2:5
v125,Amsterdam,2/12/2022,PET,2:5
v126,Amsterdam,3/12/2022,SOB,2:5
v127,Amsterdam,4/12/2022,NED,2:5
v128,Amsterdam,5/12/2022,PON,2:5
v129,Amsterdam,6/12/2022,TOR,2:5
v130,Amsterdam,7/12/2022,SRE,2:5
v131,Amsterdam,8/12/2022,CET,2:5
v132,Amsterdam,9/12/2022,PET,2:5
v133,Amsterdam,10/12/2022,SOB,2:5
v134,Amsterdam,11/12/2022,NED,2:5
v135,Amsterdam,12/12/2022,PON,2:5
v136,Amsterdam,13/12/2022,TOR,2:5
v137,Amsterdam,14/12/2022,SRE,2:5
v138,Amsterdam,15/12/2022,CET,2:5
v139,Amsterdam,16/12/2022,PET,2:5
v140,Amsterdam,17/12/2022,SOB,2:5
v141,Amsterdam,18/12/2022,NED,2:5
v142,Amsterdam,19/12/2022,PON,2:5
v143,Amsterdam,20/12/2022,TOR,2:5
v144,Amsterdam,21/12/2022,SRE,2:5
v145,Amsterdam,22/12/2022,CET,2:5
v146,Amsterdam,23/12/2022,PET,2:5
v147,Amsterdam,24/12/2022,SOB,2:5
v148,Amsterdam,25/12/2022,NED,2:5
v149,Amsterdam,26/12/2022,PON,2:5
v150,Amsterdam,27/12/2022,TOR,2:5
v151,Amsterdam,28/12/2022,SRE,2:5
v152,Amsterdam,29/12/2022,CET,2:5
v153,Amsterdam,30/12/2022,PET,2:5
v154,Amsterdam,31/12/2022,SOB,2:5
v155,Amsterdam,1/1/2023,NED,2:5
v156,Amsterdam,2/1/2023,PON,2:5
v157,Amsterdam,3/1/2023,TOR,2:5
v158,Amsterdam,4/1/2023,SRE,2:5
v159,Amsterdam,5/1/2023,CET,2:5
v160,Amsterdam,6/1/2023,PET,2:5
v161,Amsterdam,7/1/2023,SOB,2:5
v162,Amsterdam,8/1/2023,NED,2:5
v163,Amsterdam,9/1/2023,PON,2:5
v164,Amsterdam,10/1/2023,TOR,2:5
v165,Amsterdam,11/1/2023,SRE,2:5
v166,Amsterdam,12/1/2023,CET,2:5
v167,Amsterdam,13/1/2023,PET,2:5
v168,Amsterdam,14/1/2023,SOB,2:5
v169,Amsterdam,15/1/2023,NED,2:5
v170,Amsterdam,16/1/2023,PON,2:5
v171,Amsterdam,17/1/2023,TOR,2:5
v172,Amsterdam,18/1/2023,SRE,2:5
v173,Amsterdam,19/1/2023,CET,2:5
v174,Amsterdam,20/1/2023,PET,2:5
v175,Amsterdam,21/1/2023,SOB,2:5
v176,Amsterdam,22/1/2023,NED,2:5
v177,Amsterdam,23/1/2023,PON,2:5
v178,Amsterdam,24/1/2023,TOR,2:5
v179,Amsterdam,25/1/2023,SRE,2:5
v180,Amsterdam,26/1/2023,CET,2:5
v181,Amsterdam,27/1/2023,PET,2:5
v182,Amsterdam,28/1/2023,SOB,2:5
v183,Amsterdam,29/1/2023,NED,2:5
v184,Amsterdam,30/1/2023,PON,2:5
v185,Amsterdam,31/1/2023,TOR,2:5
v186,Amsterdam,1/2/2023,SRE,2:5
v187,Amsterdam,2/2/2023,CET,2:5
v188,Amsterdam,3/2/2023,PET,2:5
v189,Amsterdam,4/2/2023,SOB,2:5
v190,Amsterdam,5/2/2023,NED,2:5
v191,Amsterdam,6/2/2023,PON,2:5
v192,Amsterdam,7/2/2023,TOR,2:5
v193,Amsterdam,8/2/2023,SRE,2:5
v194,Amsterdam,9/2/2023,CET,2:5
v195,Amsterdam,10/2/2023,PET,2:5
v196,Amsterdam,11/2/2023,SOB,2:5
v197,Amsterdam,12/2/2023,NED,2:5
v198,Amsterdam,13/2/2023,PON,2:5
v199,Amsterdam,14/2/2023,TOR,2:5
v200,Amsterdam,15/2/2023,SRE,2:5
v201,Amsterdam,16/2/2023,CET,2:5
v202,Amsterdam,17/2/2023,PET,2:5
v203,Amsterdam,18/2/2023,SOB,2:5
v204,Amsterdam,19/2/2023,NED,2:5
v205,Amsterdam,20/2/2023,PON,2:5
v206,Amsterdam,21/2/2023,TOR,2:5
v207,Amsterdam,22/2/2023,SRE,2:5
v208,Amsterdam,23/2/2023,CET,2:5
v209,Amsterdam,24/2/2023,PET,2:5
v210,Amsterdam,25/2/2023,SOB,2:5
v211,Amsterdam,26/2/2023,NED,2:5
v212,Amsterdam,27/2/2023,PON,2:5
v213,Amsterdam,28/2/2023,TOR,2:5
v214,Amsterdam,1/3/2023,SRE,2:5
v215,Amsterdam,2/3/2023,CET,2:5
v216,Amsterdam,3/3/2023,PET,2:5
v217,Amsterdam,4/3/2023,SOB,2:5
v218,Amsterdam,5/3/2023,NED,2:5
v219,Amsterdam,6/3/2023,PON,2:5
v220,Amsterdam,7/3/2023,TOR,2:5
v221,Amsterdam,8/3/2023,SRE,2:5
v222,Amsterdam,9/3/2023,CET,2:5
v223,Amsterdam,10/3/2023,PET,2:5
v224,Amsterdam,11/3/2023,SOB,2:5
v225,Amsterdam,12/3/2023,NED,2:5
v226,Amsterdam,13/3/2023,PON,2:5
v227,Amsterdam,14/3/2023,TOR,2:5
v228,Amsterdam,15/3/2023,SRE,2:5
v229,Amsterdam,16/3/2023,CET,2:5
v230,Amsterdam,17/3/2023,PET,2:5
v231,Amsterdam,18/3/2023,SOB,2:5
v232,Amsterdam,19/3/2023,NED,2:5
v233,Amsterdam,20/3/2023,PON,2:5
v234,Amsterdam,21/3/2023,TOR,2:5
v235,Amsterdam,22/3/2023,SRE,2:5
v236,Amsterdam,23/3/2023,CET,2:5
v237,Amsterdam,24/3/2023,PET,2:5
v238,Amsterdam,25/3/2023,SOB,2:5
v239,Amsterdam,6/11/2022,NED,2:0
v240,Amsterdam,13/11/2022,NED,2:0
v241,Amsterdam,6/11/2022,NED,2:0
v242,Amsterdam,13/11/2022,NED,2:0
v243,Amsterdam,20/11/2022,NED,2:0
v244,Amsterdam,27/11/2022,NED,2:0
v245,Amsterdam,4/12/2022,NED,2:0
v246,Amsterdam,11/12/2022,NED,2:0
v247,Amsterdam,18/12/2022,NED,2:0
v248,Amsterdam,10/11/2022,CET,2:0
v249,Amsterdam,17/11/2022,CET,2:0
v250,Amsterdam,11/11/2022,PET,2:0
v251,Amsterdam,14/11/2022,PON,2:0
v252,Amsterdam,21/11/2022,PON,2:0
v253,Amsterdam,14/11/2022,PON,2:5
v254,Amsterdam,15/11/2022,TOR,2:5
v255,Amsterdam,16/11/2022,SRE,2:5
v256,Amsterdam,17/11/2022,CET,2:5
v257,Amsterdam,18/11/2022,PET,2:5
v258,Amsterdam,19/11/2022,SOB,2:5
v259,Amsterdam,20/11/2022,NED,2:5
v260,Amsterdam,21/11/2022,PON,2:5
v261,Amsterdam,22/11/2022,TOR,2:5
v262,Amsterdam,23/11/2022,SRE,2:5
v263,Amsterdam,24/11/2022,CET,2:5
v264,Amsterdam,25/11/2022,PET,2:5
v265,Amsterdam,26/11/2022,SOB,2:5
v266,Amsterdam,27/11/2022,NED,2:5
v267,Amsterdam,28/11/2022,PON,2:5
v268,Amsterdam,29/11/2022,TOR,2:5
v269,Amsterdam,30/11/2022,SRE,2:5
v270,Amsterdam,1/12/2022,CET,2:5
v271,Amsterdam,2/12/2022,PET,2:5
v272,Amsterdam,3/12/2022,SOB,2:5
v273,Amsterdam,4/12/2022,NED,2:5
v274,Amsterdam,5/12/2022,PON,2:5
v275,Amsterdam,6/12/2022,TOR,2:5
v276,Amsterdam,7/12/2022,SRE,2:5
v277,Amsterdam,8/12/2022,CET,2:5
v278,Amsterdam,9/12/2022,PET,2:5
v279,Amsterdam,10/12/2022,SOB,2:5
v280,Amsterdam,11/12/2022,NED,2:5
v281,Amsterdam,12/12/2022,PON,2:5
v282,Amsterdam,13/12/2022,TOR,2:5
v283,Amsterdam,14/12/2022,SRE,2:5
v284,Amsterdam,15/12/2022,CET,2:5
v285,Amsterdam,16/12/2022,PET,2:5
v286,Amsterdam,17/12/2022,SOB,2:5
v287,Amsterdam,18/12/2022,NED,2:5
v288,Amsterdam,19/12/2022,PON,2:5
v289,Amsterdam,20/12/2022,TOR,2:5
v290,Amsterdam,21/12/2022,SRE,2:5
v291,Amsterdam,22/12/2022,CET,2:5
v292,Amsterdam,23/12/2022,PET,2:5
v293,Amsterdam,24/12/2022,SOB,2:5
v294,Amsterdam,25/12/2022,NED,2:5
v295,Amsterdam,26/12/2022,PON,2:5
v296,Amsterdam,27/12/2022,TOR,2:5
v297,Amsterdam,28/12/2022,SRE,2:5
v298,Amsterdam,29/12/2022,CET,2:5
v299,Amsterdam,30/12/2022,PET,2:5
v300,Amsterdam,31/12/2022,SOB,2:5
v301,Amsterdam,1/1/2023,NED,2:5
v302,Amsterdam,2/1/2023,PON,2:5
v303,Amsterdam,3/1/2023,TOR,2:5
v304,Amsterdam,4/1/2023,SRE,2:5
v305,Amsterdam,5/1/2023,CET,2:5
v306,Amsterdam,6/1/2023,PET,2:5
v307,Amsterdam,7/1/2023,SOB,2:5
v308,Amsterdam,8/1/2023,NED,2:5
v309,Amsterdam,9/1/2023,PON,2:5
v310,Amsterdam,10/1/2023,TOR,2:5
v311,Amsterdam,11/1/2023,SRE,2:5
v312,Amsterdam,12/1/2023,CET,2:5
v313,Amsterdam,13/1/2023,PET,2:5
v314,Amsterdam,14/1/2023,SOB,2:5
v315,Amsterdam,15/1/2023,NED,2:5
v316,Amsterdam,16/1/2023,PON,2:5
v317,Amsterdam,17/1/2023,TOR,2:5
v318,Amsterdam,18/1/2023,SRE,2:5
v319,Amsterdam,19/1/2023,CET,2:5
v320,Amsterdam,20/1/2023,PET,2:5
v321,Amsterdam,21/1/2023,SOB,2:5
v322,Amsterdam,22/1/2023,NED,2:5
v323,Amsterdam,23/1/2023,PON,2:5
v324,Amsterdam,24/1/2023,TOR,2:5
v325,Amsterdam,25/1/2023,SRE,2:5
v326,Amsterdam,26/1/2023,CET,2:5
v327,Amsterdam,27/1/2023,PET,2:5
v328,Amsterdam,28/1/2023,SOB,2:5
v329,Amsterdam,29/1/2023,NED,2:5
v330,Amsterdam,30/1/2023,PON,2:5
v331,Amsterdam,31/1/2023,TOR,2:5
v332,Amsterdam,1/2/2023,SRE,2:5
v333,Amsterdam,2/2/2023,CET,2:5
v334,Amsterdam,3/2/2023,PET,2:5
v335,Amsterdam,4/2/2023,SOB,2:5
v336,Amsterdam,5/2/2023,NED,2:5
v337,Amsterdam,18/11/2022,PET,2:0
v338,Amsterdam,20/11/2022,NED,2:0
v339,Amsterdam,24/11/2022,CET,2:0
v340,Amsterdam,1/12/2022,CET,2:0
v341,Amsterdam,8/12/2022,CET,2:0
v342,Amsterdam,15/12/2022,CET,2:0
v343,Amsterdam,22/12/2022,CET,2:0
v344,Amsterdam,29/12/2022,CET,2:0
v345,Amsterdam,5/1/2023,CET,2:0
v346,Amsterdam,12/1/2023,CET,2:0
v347,Amsterdam,25/11/2022,PET,2:0
v348,Amsterdam,25/11/2022,PET,2:0
v349,Amsterdam,27/11/2022,NED,2:0
v350,Amsterdam,28/11/2022,PON,2:0
v351,Amsterdam,5/12/2022,PON,2:0
v352,Amsterdam,1/12/2022,CET,2:0
v353,Amsterdam,8/12/2022,CET,2:0
v354,Amsterdam,15/12/2022,CET,2:0
v355,Amsterdam,22/12/2022,CET,2:0
v356,Amsterdam,29/12/2022,CET,2:0
v357,Amsterdam,2/12/2022,PET,2:0
v358,Amsterdam,9/12/2022,PET,2:0
v359,Amsterdam,16/12/2022,PET,2:0
v360,Amsterdam,23/12/2022,PET,2:0
v361,Amsterdam,30/12/2022,PET,2:0
v362,Amsterdam,6/1/2023,PET,2:0
v363,Amsterdam,2/12/2022,PET,2:0
v364,Amsterdam,9/12/2022,PET,2:0
v365,Amsterdam,16/12/2022,PET,2:0
v366,Amsterdam,23/12/2022,PET,2:0
v367,Amsterdam,30/12/2022,PET,2:0
v368,Amsterdam,3/12/2022,SOB,2:0
v369,Amsterdam,10/12/2022,SOB,2:0
v370,Amsterdam,17/12/2022,SOB,2:0
v371,Amsterdam,4/12/2022,NED,2:0
v372,Amsterdam,6/12/2022,TOR,2:0
v373,Amsterdam,13/12/2022,TOR,2:0
v374,Amsterdam,7/12/2022,SRE,2:0
v375,Amsterdam,14/12/2022,SRE,2:0
v376,Amsterdam,21/12/2022,SRE,2:0
v377,Amsterdam,28/12/2022,SRE,2:0
v378,Amsterdam,11/12/2022,NED,2:0
v379,Amsterdam,12/12/2022,PON,2:0
v380,Amsterdam,19/12/2022,PON,2:0
v381,Amsterdam,26/12/2022,PON,2:0
v382,Amsterdam,18/12/2022,NED,2:0
v383,Amsterdam,25/12/2022,NED,2:0
v384,Amsterdam,1/1/2023,NED,2:0
v385,Amsterdam,8/1/2023,NED,2:0
v386,Amsterdam,15/1/2023,NED,2:0
v387,Amsterdam,22/1/2023,NED,2:0
v388,Amsterdam,29/1/2023,NED,2:0
v389,Amsterdam,5/2/2023,NED,2:0
v390,Amsterdam,12/2/2023,NED,2:0
v391,Amsterdam,19/2/2023,NED,2:0
v392,Amsterdam,26/2/2023,NED,2:0
v393,Amsterdam,5/3/2023,NED,2:0
v394,Amsterdam,12/3/2023,NED,2:0
v395,Amsterdam,19/3/2023,NED,2:0
v396,Amsterdam,20/12/2022,TOR,2:0
v397,Amsterdam,27/12/2022,TOR,2:0
v398,Amsterdam,3/1/2023,TOR,2:0
v399,Amsterdam,24/12/2022,SOB,2:0
v400,Amsterdam,31/12/2022,SOB,2:0
v401,Amsterdam,7/1/2023,SOB,2:0
v402,Amsterdam,1/1/2023,NED,2:0
v403,Amsterdam,2/1/2023,PON,2:0
v404,Amsterdam,9/1/2023,PON,2:0
v405,Amsterdam,16/1/2023,PON,2:0
v406,Amsterdam,4/1/2023,SRE,2:0
v407,Amsterdam,5/1/2023,CET,2:0
v408,Amsterdam,12/1/2023,CET,2:0
v409,Amsterdam,19/1/2023,CET,2:0
v410,Amsterdam,26/1/2023,CET,2:0
v411,Amsterdam,2/2/2023,CET,2:0
v412,Amsterdam,9/2/2023,CET,2:0
v413,Amsterdam,16/2/2023,CET,2:0
v414,Amsterdam,23/2/2023,CET,2:0
v415,Amsterdam,2/3/2023,CET,2:0
v416,Amsterdam,9/3/2023,CET,2:0
v417,Amsterdam,16/3/2023,CET,2:0
v418,Amsterdam,23/3/2023,CET,2:0
v419,Amsterdam,6/1/2023,PET,2:0
v420,Amsterdam,13/1/2023,PET,2:0
v421,Amsterdam,20/1/2023,PET,2:0
v422,Amsterdam,27/1/2023,PET,2:0
v423,Amsterdam,3/2/2023,PET,2:0
v424,Amsterdam,10/2/2023,PET,2:0
v425,Amsterdam,17/2/2023,PET,2:0
v426,Amsterdam,24/2/2023,PET,2:0
v427,Amsterdam,3/3/2023,PET,2:0
v428,Amsterdam,10/3/2023,PET,2:0
v429,Amsterdam,17/3/2023,PET,2:0
v430,Amsterdam,24/3/2023,PET,2:0
v431,Amsterdam,8/1/2023,NED,2:0
v432,Amsterdam,15/1/2023,NED,2:0
v433,Amsterdam,22/1/2023,NED,2:0
v434,Amsterdam,29/1/2023,NED,2:0
v435,Amsterdam,5/2/2023,NED,2:0
v436,Amsterdam,12/2/2023,NED,2:0
v437,Amsterdam,19/2/2023,NED,2:0
v438,Amsterdam,26/2/2023,NED,2:0
v439,Amsterdam,5/3/2023,NED,2:0
v440,Amsterdam,12/3/2023,NED,2:0
v441,Amsterdam,19/3/2023,NED,2:0
v442,Amsterdam,9/1/2023,PON,2:0
v443,Amsterdam,10/1/2023,TOR,2:0
v444,Amsterdam,11/1/2023,SRE,2:0
v445,Amsterdam,12/1/2023,CET,2:0
v446,Amsterdam,13/1/2023,PET,2:0
v447,Amsterdam,15/1/2023,NED,2:0
v448,Amsterdam,16/1/2023,PON,2:0
v449,Amsterdam,17/1/2023,TOR,2:0
v450,Amsterdam,18/1/2023,SRE,2:0
v451,Amsterdam,19/1/2023,CET,2:0
v452,Amsterdam,20/1/2023,PET,2:0
v453,Amsterdam,22/1/2023,NED,2:0
v454,Amsterdam,23/1/2023,PON,2:0
v455,Amsterdam,24/1/2023,TOR,2:0
v456,Amsterdam,25/1/2023,SRE,2:0
v457,Amsterdam,26/1/2023,CET,2:0
v458,Amsterdam,27/1/2023,PET,2:0
v459,Amsterdam,29/1/2023,NED,2:0
v460,Amsterdam,30/1/2023,PON,2:0
v461,Amsterdam,31/1/2023,TOR,2:0
v462,Amsterdam,1/2/2023,SRE,2:0
v463,Amsterdam,2/2/2023,CET,2:0
v464,Amsterdam,3/2/2023,PET,2:0
v465,Amsterdam,5/2/2023,NED,2:0
v466,Amsterdam,6/2/2023,PON,2:0
v467,Amsterdam,7/2/2023,TOR,2:0
v468,Amsterdam,8/2/2023,SRE,2:0
v469,Amsterdam,9/2/2023,CET,2:0
v470,Amsterdam,10/2/2023,PET,2:0
v471,Amsterdam,12/2/2023,NED,2:0
v472,Amsterdam,13/2/2023,PON,2:0
v473,Amsterdam,14/2/2023,TOR,2:0
v474,Amsterdam,15/2/2023,SRE,2:0
v475,Amsterdam,16/2/2023,CET,2:0
v476,Amsterdam,17/2/2023,PET,2:0
v477,Amsterdam,19/2/2023,NED,2:0
v478,Amsterdam,20/2/2023,PON,2:0
v479,Amsterdam,21/2/2023,TOR,2:0
v480,Amsterdam,22/2/2023,SRE,2:0
v481,Amsterdam,23/2/2023,CET,2:0
v482,Amsterdam,24/2/2023,PET,2:0
v483,Amsterdam,26/2/2023,NED,2:0
v484,Amsterdam,27/2/2023,PON,2:0
v485,Amsterdam,28/2/2023,TOR,2:0
v486,Amsterdam,1/3/2023,SRE,2:0
v487,Amsterdam,2/3/2023,CET,2:0
v488,Amsterdam,3/3/2023,PET,2:0
v489,Amsterdam,5/3/2023,NED,2:0
v490,Amsterdam,6/3/2023,PON,2:0
v491,Amsterdam,7/3/2023,TOR,2:0
v492,Amsterdam,8/3/2023,SRE,2:0
v493,Amsterdam,9/3/2023,CET,2:0
v494,Amsterdam,10/3/2023,PET,2:0
v495,Amsterdam,12/3/2023,NED,2:0
v496,Amsterdam,13/3/2023,PON,2:0
v497,Amsterdam,14/3/2023,TOR,2:0
v498,Amsterdam,15/3/2023,SRE,2:0
v499,Amsterdam,16/3/2023,CET,2:0
v500,Amsterdam,17/3/2023,PET,2:0
v501,Amsterdam,19/3/2023,NED,2:0
v502,Amsterdam,20/3/2023,PON,2:0
v503,Amsterdam,21/3/2023,TOR,2:0
v504,Amsterdam,22/3/2023,SRE,2:0
v505,Amsterdam,23/3/2023,CET,2:0
v506,Amsterdam,24/3/2023,PET,2:0
v507,Amsterdam,14/1/2023,SOB,2:0
v508,Amsterdam,21/1/2023,SOB,2:0
v509,Amsterdam,28/1/2023,SOB,2:0
v510,Amsterdam,4/2/2023,SOB,2:0
v511,Amsterdam,11/2/2023,SOB,2:0
v512,Amsterdam,1/2/2023,SRE,2:0
v513,Amsterdam,8/2/2023,SRE,2:0
v514,Amsterdam,15/2/2023,SRE,2:0
v515,Amsterdam,22/2/2023,SRE,2:0
v516,Amsterdam,1/3/2023,SRE,2:0
v517,Amsterdam,8/3/2023,SRE,2:0
v518,Amsterdam,15/3/2023,SRE,2:0
v519,Amsterdam,22/3/2023,SRE,2:0
v520,Amsterdam,2/2/2023,CET,2:0
v521,Amsterdam,9/2/2023,CET,2:0
v522,Amsterdam,16/2/2023,CET,2:0
v523,Amsterdam,23/2/2023,CET,2:0
v524,Amsterdam,2/3/2023,CET,2:0
v525,Amsterdam,9/3/2023,CET,2:0
v526,Amsterdam,16/3/2023,CET,2:0
v527,Amsterdam,23/3/2023,CET,2:0
v528,Amsterdam,3/2/2023,PET,2:0
v529,Amsterdam,10/2/2023,PET,2:0
v530,Amsterdam,17/2/2023,PET,2:0
v531,Amsterdam,24/2/2023,PET,2:0
v532,Amsterdam,3/3/2023,PET,2:0
v533,Amsterdam,10/3/2023,PET,2:0
v534,Amsterdam,17/3/2023,PET,2:0
v535,Amsterdam,24/3/2023,PET,2:0
v536,Amsterdam,6/2/2023,PON,2:0
v537,Amsterdam,13/2/2023,PON,2:0
v538,Amsterdam,20/2/2023,PON,2:0
v539,Amsterdam,27/2/2023,PON,2:0
v540,Amsterdam,6/3/2023,PON,2:0
v541,Amsterdam,13/3/2023,PON,2:0
v542,Amsterdam,20/3/2023,PON,2:0
v543,Amsterdam,6/2/2023,PON,2:5
v544,Amsterdam,7/2/2023,TOR,2:5
v545,Amsterdam,8/2/2023,SRE,2:5
v546,Amsterdam,9/2/2023,CET,2:5
v547,Amsterdam,10/2/2023,PET,2:5
v548,Amsterdam,11/2/2023,SOB,2:5
v549,Amsterdam,12/2/2023,NED,2:5
v550,Amsterdam,13/2/2023,PON,2:5
v551,Amsterdam,14/2/2023,TOR,2:5
v552,Amsterdam,15/2/2023,SRE,2:5
v553,Amsterdam,16/2/2023,CET,2:5
v554,Amsterdam,11/2/2023,SOB,2:0
v555,Amsterdam,18/2/2023,SOB,2:0
v556,Amsterdam,25/2/2023,SOB,2:0
v557,Amsterdam,4/3/2023,SOB,2:0
v558,Amsterdam,11/3/2023,SOB,2:0
v559,Amsterdam,18/3/2023,SOB,2:0
v560,Amsterdam,25/3/2023,SOB,2:0
v561,Amsterdam,14/2/2023,TOR,2:0
v562,Amsterdam,21/2/2023,TOR,2:0
v563,Amsterdam,28/2/2023,TOR,2:0
v564,Amsterdam,7/3/2023,TOR,2:0
v565,Amsterdam,14/3/2023,TOR,2:0
v566,Amsterdam,21/3/2023,TOR,2:0
v567,Amsterdam,17/2/2023,PET,2:5
v568,Amsterdam,18/2/2023,SOB,2:5
v569,Amsterdam,20/2/2023,PON,2:5
v570,Amsterdam,21/2/2023,TOR,2:5
v571,Amsterdam,22/2/2023,SRE,2:5
v572,Amsterdam,23/2/2023,CET,2:5
v573,Amsterdam,24/2/2023,PET,2:5
v574,Amsterdam,25/2/2023,SOB,2:5
v575,Amsterdam,27/2/2023,PON,2:5
v576,Amsterdam,28/2/2023,TOR,2:5
v577,Amsterdam,1/3/2023,SRE,2:5
v578,Amsterdam,2/3/2023,CET,2:5
v579,Amsterdam,3/3/2023,PET,2:5
v580,Amsterdam,4/3/2023,SOB,2:5
v581,Amsterdam,6/3/2023,PON,2:5
v582,Amsterdam,7/3/2023,TOR,2:5
v583,Amsterdam,8/3/2023,SRE,2:5
v584,Amsterdam,9/3/2023,CET,2:5
v585,Amsterdam,10/3/2023,PET,2:5
v586,Amsterdam,11/3/2023,SOB,2:5
v587,Amsterdam,13/3/2023,PON,2:5
v588,Amsterdam,14/3/2023,TOR,2:5
v589,Amsterdam,15/3/2023,SRE,2:5
v590,Amsterdam,16/3/2023,CET,2:5
v591,Amsterdam,17/3/2023,PET,2:5
v592,Amsterdam,18/3/2023,SOB,2:5
v593,Amsterdam,20/3/2023,PON,2:5
v594,Amsterdam,21/3/2023,TOR,2:5
v595,Amsterdam,22/3/2023,SRE,2:5
v596,Amsterdam,23/3/2023,CET,2:5
v597,Amsterdam,24/3/2023,PET,2:5
v598,Amsterdam,25/3/2023,SOB,2:5
v599,Amsterdam,18/2/2023,SOB,2:0
v600,Amsterdam,25/2/2023,SOB,2:0
v601,Amsterdam,4/3/2023,SOB,2:0
v602,Amsterdam,11/3/2023,SOB,2:0
v603,Amsterdam,18/3/2023,SOB,2:0
v604,Amsterdam,25/3/2023,SOB,2:0
v605,Amsterdam,19/2/2023,NED,2:5
v606,Amsterdam,26/2/2023,NED,2:5
v607,Amsterdam,5/3/2023,NED,2:5
v608,Amsterdam,12/3/2023,NED,2:5
v609,Amsterdam,19/3/2023,NED,2:5
v610,Athens,7/11/2022,PON,3:15
v611,Athens,14/11/2022,PON,3:15
v612,Athens,21/11/2022,PON,3:15
v613,Athens,28/11/2022,PON,3:15
v614,Athens,5/12/2022,PON,3:15
v615,Athens,12/12/2022,PON,3:15
v616,Athens,19/12/2022,PON,3:15
v617,Athens,26/12/2022,PON,3:15
v618,Athens,2/1/2023,PON,3:15
v619,Athens,9/1/2023,PON,3:15
v620,Athens,6/11/2022,NED,3:15
v621,Athens,6/11/2022,NED,3:15
v622,Athens,11/11/2022,PET,3:15
v623,Athens,13/11/2022,NED,3:15
v624,Athens,10/11/2022,CET,3:15
v625,Athens,17/11/2022,CET,3:15
v626,Athens,24/11/2022,CET,3:15
v627,Athens,1/12/2022,CET,3:15
v628,Athens,13/11/2022,NED,3:15
v629,Athens,20/11/2022,NED,3:15
v630,Athens,27/11/2022,NED,3:15
v631,Athens,4/12/2022,NED,3:15
v632,Athens,18/11/2022,PET,3:15
v633,Athens,20/11/2022,NED,3:15
v634,Athens,25/11/2022,PET,3:15
v635,Athens,27/11/2022,NED,3:15
v636,Athens,2/12/2022,PET,3:15
v637,Athens,4/12/2022,NED,3:15
v638,Athens,9/12/2022,PET,3:15
